Latitude,Longitude,Length,Width,Height,Area,Depth,Volume,Run out distance,Type of Material,Type of movement,Rate of movement,Activity,Distribution,Style,Failure mechanism,Geomorphology,Land use/Land cover,Hydrological condition,Triggering Factor,Risk
17.9351,73.8317,20,90,10,450,1,450,4.7,Debris,Fall,Rapid,Suspended,Enlarging,Single,Fall,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.9362,73.8247,20,25,15,187.5,1,187.5,2.9,Debris,Fall,Rapid,Suspended,Enlarging,Single,Fall,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.9261,73.8412,7,10,6,30,1,30,5,Debris,Slide,Rapid,Active,Retrogressive,Single,Shallow Planar,Lowly Dissected Slope,Cultivation & fallow Land,Dry,Rainfall,Moderate
16.354,74.208,10,97,6,312,0.68,285.6,2,Debris,Slide,Rapid,Active,Enlarging,Multiple,Shallow Planar,Lowly Dissected Slope,"Extensive slope cut, road and cultivation",Wet,Heavy Rainfall,Low
74.206,16.353,11,45,7,127.2,2.22,409,3,Debris,Slide,Rapid,Active,Enlarging,Multiple,Shallow Planar,Lowly Dissected Slope,"Extensive slope cut, road and cultivation",Wet,Heavy Rainfall,Low
16.353,74.205,12,35,7,132.2,0.92,137.2,3.8,Debris,Slide,Rapid,Active,Retrogressive,Multiple,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Heavy Rainfall,Low
16.329,74.229,20,70,7.5,194,1.6,357,14,In-situ soil (with embedded boulders of basalt),Slide,Rapid,Suspended,Confined,Single,Shallow Planar,Lowly Dissected Slope,"Extensive slope cut, road and high heighted plantation (Teak)",Dry,Heavy Rainfall,Low
16.258,74.226,10,25,5,115,2.1,227.6,2,Debris,Slide,Rapid,Active,Retrogressive,Multiple,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Heavy Rainfall,Low
16.258,74.226,12,25,5,110,1.8,190.2,1,Rock,Slide,Rapid,Active,Retrogressive,Single,Shallow Planar,Lowly Dissected Slope,Road and high heighted plantation,Dry,Heavy Rainfall,Low
16.306,74.169,9,28,6,83,2.36,197.8,2,Debris,Slide,Rapid,Active,Enlarging,Multiple,Shallow Planar,Moderately Dissected Slope,"Extensive slope cut, road and barren",Dry,Heavy Rainfall,Low
16.307,74.167,8,55,6.5,156.4,1.02,148.54,3.8,Debris,Slide,Rapid,Active,Retrogressive,Multiple,Shallow Planar,Moderately Dissected Slope,Road and sparse vegetation,Dry,Heavy Rainfall,Low
16.305,74.169,9,28,5,83.4,1.96,148.2,1,Debris,Slide,Rapid,Active,Retrogressive,Multiple,Shallow Planar,Moderately Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Heavy Rainfall,Low
15.863,74.264,6,80,4,110.1186,0.42,36.9118,2,Debris,Slide,Rapid,Active,Enlarging,Multiple,Shallow Planar,Foot slope,"Extensive slope cut, surrounded by moderate vegetation and transportation road",Dry,Heavy Rainfall,Low
15.857,74.25,10,40,8,123,0.72,124.2,3,Debris,Slide,Rapid,Active,Enlarging,Multiple,Shallow Planar,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Heavy Rainfall,Low
16.598,74.41,10,32,6,86.2,1.12,87.9,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Moderately Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Heavy Rainfall,Low
16.745,73.334,6,12,5.5,30.4,0.92,28,3,Debris,Slide,Rapid,Active,Retrogressive,Single,Shallow Planar,Piedmont slope,Extensive slope cut road and Sparse vegetation,Dry,Heavy Rainfall,Low
18.426169,73.107189,8,4,6,12.3,0.58,6.85,3.4,Rock-cum-debris,Slide,Rapid,Active,Retrogressive,Single,Shallow Planar,Highly Dissected slope,"Moderate to sparse vegetation, modified slopes due to cutting by anthropogenic activities and transportation road",Dry,"Heavy Rainfall, anthropogenic factors",High
18.3877,73.080811,25,40,20,320.4,3,369.6,30,Debris,Subsidence,Slow,Active,Widening,Single,Rotational failure,Moderately Dissected Slope,"Moderate to sparse vegetation, extensive slope cutting and communication road",Moist,Heavy Rainfall,Moderate to High
18.336939,73.021661,8,10,6,32.2,0.76,30.8,2,Rock,Fall,Very rapid,Suspended,Retrogressive,Single,Planar/ Wedge/Toppling,Moderately Dissected Slope,"Extensive slope cutting was made for widening of Mumbai-Goa highway, thus making the overburden material unstable",Moist,"Heavy Rainfall, anthropogenic factors",Low to Moderate
18.310272,73.041631,70,15,25,680,3.7,3015,20,Debris,Flow,Moderate,Active,Widening,Single,Shallow Translational,Piedmont slope,Extensive slope cut road and Sparse vegetation,Dry,Heavy Rainfall,Moderate
18.282019,73.088911,9,30,6,81.2,1.6,112.7,7,Debris,Fall,Moderate,Suspended,Diminishing,Multiple,Fall,Moderately Dissected Slope,"Sparse to moderate vegetation, communication road and extensive slope cut",Moist,"Heavy Rainfall, anthropogenic factors",Moderate
18.387489,73.388431,6,5,4,11,0.9,9.2,2.7,Rock,Fall,Moderate,Active,Confined,Single,Wedge,Highly Dissected slope,Extensive slope cut road and Sparse vegetation,Wet,"Heavy Rainfall, anthropogenic factors",Moderate
18.474819,73.193831,13,6,11,38.6,1.08,41,10.5,Rock-cum-debris,Slide,Rapid,Active,Retrogressive,Multiple,Shallow Planar,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,"Rainfall, anthropogenic factors",Moderate
18.267161,73.96425,5,70,4,166.9186,0.42,96.5118,5.4,Rock-cum-debris,Fall,Rapid,Active,Retrogressive,Multiple,Wedge,Piedmont slope,Sparse vegetation and communication road,Dry,"Rainfall, anthropogenic factors",Moderate
18.269911,73.949539,20,50,13,268.5,1.7,558.6,12.8,Rock-cum-debris,Slide,Moderate,Dormant,Enlarging,Multiple,Shallow Planar,Piedmont slope,"Extensive slope cut, sparse to Moderate vegetation, Extensive slope cut road",Dry,Heavy Rainfall,Low to Moderate
18.3163,73.358261,15,8,12,60.2,1.1,67.6,3,Rock,Fall,Rapid,Active,Retrogressive/Widening,Single,Shallow Planar/ Wedge,Moderately Dissected Slope,Extensive slope cut and spars to moderate vegetation,Dry,"Heavy Rainfall, anthropogenic factors",Moderate
18.313189,73.368131,9,15,8,66.2,1.28,79,2,Debris,Fall,Rapid,Suspended,Enlarging,Single,Wedge,Highly Dissected slope,"This area comes under moderate vegetation, slope cuts and road",Moist,Heavy Rainfall,Low to Moderate
18.313311,73.365483,40,40,30,440.6,2.86,1474.8,40,Debris,Slide,Rapid,Suspended,Retrogressive,Single,Shallow Planar,Moderately Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Heavy Rainfall,Moderate to High
18.494819,73.962872,10,4,6,20,1.3,26.6,5.6,Debris,Slide,Rapid,Active,Retrogressive,Single,Shallow Planar,Highly Dissected slope,"Moderate vegetation, Extensive slope cut road",Wet,"Heavy Rainfall, anthropogenic factors",Low to Moderate
18.475,73.193944,8,10,7,34.7,1.4,46.7,3.6,Debris,Slide,Rapid,Suspended,Retrogressive,Single,Shallow Translational,Piedmont slope,"Moderate vegetation, Extensive slope cut road",Moist,Incessant rainfall,Moderate
18.385222,73.078444,15,10,12,79.6,1.7,105.2,7.2,Rock-cum-debris,Slide,Rapid,Active,Retrogressive,Single,Shallow Translational,Lowly Dissected Slope,Sparse to moderate to vegetation,Wet,"Extensive Rainfall, anthropogenic factors",Low
18.385222,73.388889,10,14,8,66.2,1.28,79,2,Rock,Fall,Rapid,Dormant,Diminishing,Single,Wedge,Highly Dissected slope,Moderate Vegetation,Moist,Rainfall,Low
18.466944,73.412,30,10,22,142.8,0.88,129,54.2,Debris,Flow,Rapid,Active,Retrogressive,Single,Flow,Moderately Dissected Slope,"Moderate vegetation, Extensive slope cut road",Wet,Heavy Rainfall,Low
18.29,73.041,30,50,20,465.9,2.06,1119.8,23.3,Debris,Slide,Moderate,Dormant,Enlarging,Single,Shallow Translational,Highly Dissected slope,"Sparse to Moderate vegetation, Extensive slope cut road",Wet,Heavy Rainfall,Low
18.474333,73.068,25,50,20,465.9,2.06,1119.8,23.3,Rock-cum-debris,Slide,Rapid,Dormant,Diminishing,Single,Shallow Translational,Moderately Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Heavy Rainfall,Low
18.474333,73.071,15,25,12,167.7,1.64,269.5,4.2,Rock-cum-debris,Slide,Rapid,Dormant,Diminishing,Single,Shallow Translational,Piedmont slope,Extensive slope cut road and Sparse vegetation,Dry,"Rainfall, anthropogenic factors",Low
18.399,73.384,10,30,8,83.8,1.2,94.3,4.9,Debris,Fall,Rapid,Dormant,Diminishing,Single,Shallow Planar,Highly Dissected slope,Extensive slope cut road and Sparse vegetation,Wet,"Rainfall, anthropogenic factors",Low to Moderate
18.464,73.412,7,5,5,13.1,0.82,10.65,5.8,Debris,Fall,Rapid,Dormant,Diminishing,Single,Shallow Planar,Piedmont slope,"Moderate vegetation, Extensive slope cut road",Dry,Heavy Rainfall,Low
18.272889,73.031,25,30,20,327.5,2.1,760.1,10.5,Debris,Slide,Rapid,Active,Retrogressive,Single,Shallow Translational,Moderately Dissected Slope,"Moderate vegetation, Extensive slope cut road",Moist,"Rainfall, anthropogenic factors",Low
18.272889,73.035,12,35,7,132.2,0.92,137.2,3.8,Debris,Slide,Rapid,Active,Retrogressive,Single,Shallow Translational,Highly Dissected slope,"Moderate vegetation, Extensive slope cut road",Dry,"Rainfall, anthropogenic factors",Low
18.274,73.038,25,70,20,244.7,2.2,490.2,9.9,Debris,Slide,Rapid,Dormant,Enlarging,Single,Shallow Translational,Moderately Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,"Rainfall, anthropogenic factors",Low
18.278,73.04,25,100,20,371.2076,1.54,350.3216,4.9,Debris,Slide,Rapid,Dormant,Enlarging,Single,Shallow Translational,Moderately Dissected Slope,"Barren slope, ectensive slope cut and communication road",Dry,"Rainfall, anthropogenic factors",Low
18.307,73.056,25,70,20,213.9,2.2,459.4,9.9,Debris,Slide,Rapid,Dormant,Retrogressive,Single,Shallow Translational,Moderately Dissected Slope,"Barren slope, extensive slope cut and road",Dry,"Rainfall, anthropogenic factors",Low
18.295,73.036,25,30,20,327.5,2.1,760.1,10.5,Debris,Slide,Rapid,Dormant,Diminishing,Single,Shallow Translational,Moderately Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,"Heavy Rainfall, anthropogenic factors",Low
18.313,73.074,10,10,7,46.1,0.72,54.5,36.8,Debris,Slide,Rapid,Dormant,Diminishing,Single,Shallow Translational,Moderately Dissected Slope,"Moderate vegetation, slope cuts and road",Dry,"Heavy Rainfall, anthropogenic factors",Low
18.384,73.388889,12,7,10,35,1.28,48.8,11.2,Rock,Fall,Rapid,Dormant,Diminishing,Single,Planar/Wedge,Moderately Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,"Rainfall, anthropogenic factors",Low
18.395,73.382,8,7,7,24.4,0.42,14.4,4.8,Rock,Fall,Rapid,Dormant,Diminishing,Single,Planar/Wedge,Moderately Dissected Slope,Settlement and slope cuts,Dry,"Rainfall, anthropogenic factors",Low
18.46,73.41,20,15,15,103.2,1.8,208.3,12.4,Debris,Slide,Rapid,Dormant,Diminishing,Single,Shallow Translational,Moderately Dissected Slope,Extensive Slope Cut in Forest area,Dry,"Heavy Rainfall, anthropogenic factors",Low
18.464,73.412,18,25,15,207.7,1.9,379.5,3.9,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Moderately Dissected Slope,Extensive Slope Cut in Forest area,Wet,"Heavy Rainfall, anthropogenic factors",Low
18.466,73.412,30,15,25,219.2,1.9,411.2,39,Debris,Slide,Rapid,Dormant,Diminishing,Single,Shallow Translational,Moderately Dissected Slope,Extensive Slope Cut in Forest area,Dry,"Rainfall, anthropogenic factors",Low
18.384,73.235,20,20.6,15,147.5,0.98,191.3,9.6,Debris,Slide and flow,Moderate,Active,Enlarging,Multiple,Shallow Translational,Lowly Dissected Slope,Extensive Slope Cut in Forest area,Moist,"Rainfall, anthropogenic factors",Moderate
18.317,73.77225,15,62,13,159,1,159,4.5,Rock,Fall,Rapid,Active,Retrogressive,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope Cut in Forest area,Dry,Anthropogenic factors,Low
18.308139,73.774444,5,14,4,30,1,30,3.4,Rock,Slide,Rapid,Active,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope Cut in Forest area,Dry,Anthropogenic factors,Low
18.308139,73.774,5,6,5,14,2,21,5.4,Rock,Fall,Rapid,Active,Enlarging,Single,Wedge,Moderately Dissected Slope,Extensive Slope Cut in Forest area,Dry,Anthropogenic factors,Low
18.313889,73.774541,12,30,4,62,1,31,3.4,Rock,Fall,Moderate,Active,Enlarging,Multiple,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope Cut in Forest area,Dry,Anthropogenic factors,Low
18.311667,73.775659,8,11,8,42,2,83,3.6,Rock,Slide,Moderate,Active,Enlarging,Single,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope Cut in Forest area,Dry,Anthropogenic factors,Low
18.311944,73.775407,15,1011,13,6695,1,6695,47.4,Rock,Slide,Rapid,Active,Enlarging,Multiple,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope Cut in Forest area,Dry,Anthropogenic factors,Low
18.310139,73.777382,10,64,10,313,1,313,4.4,Rock,Fall,Rapid,Active and Dormant,Widening,Multiple,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope Cut in Forest area,Dry,Anthropogenic factors,Low
18.316944,73.772191,4,7,4,12,0,1,2.4,Rock,Fall,Rapid,Active,Enlarging,Single,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope Cut in Forest area,Dry,Anthropogenic factors,Low
18.319667,73.766662,8,13,6,37,0,4,5,Rock-cum-debris,Slide,Moderate,Active,Enlarging,Single,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope Cut in Forest area,Dry,Anthropogenic factors,Low
18.310083,73.76491,13,12,9,55,0,6,9,Rock,Fall,Rapid,Active,Enlarging,Single,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope Cut in Forest area,Dry,Anthropogenic factors,Low
18.292,73.560672,16,60,8,58,1,29,4.6,Rock,Slide,Moderate,Active,Widening,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope Cut in Forest area,Damp,"Rainfall, anthropogenic factors",Low
18.287056,73.551383,25,45,9,192,0,19,8.8,Rock,Slide,Rapid,Suspended,Enlarging,Multiple,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope Cut in Forest area,Damp,Anthropogenic factors,Low
18.293056,73.507553,15,20,5,51,0,5,7,Debris,Slide,Moderate,Active,Enlarging,Multiple,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope Cut in Forest area,Dripping,Anthropogenic factors,Low
18.310861,73.504959,6,80,4,29,1,15,4.5,Rock,Slide,Moderate,Active,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope Cut in Forest area,Damp,Anthropogenic factors,Low
18.404889,73.519532,30,37,10,190,3,569,9.3,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Planar/Translational,Lowly Dissected Slope,Extensive Slope Cut in Forest area,Damp,Anthropogenic factors,Low
18.303194,73.556203,18,12,9,13,2,26,25,Rock-cum-debris,Slide,Rapid,Active,Widening,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope Cut in Forest area,Flowing,"Rainfall, anthropogenic factors",Low
18.303333,73.591936,8,8,3,11,0,1,2.4,Debris,Slide,Rapid,Active,Retrogressive,Single,Shallow Planar/Translational,Lowly Dissected Slope,Extensive Slope Cut in Forest area,Dry,Anthropogenic factors,Low
18.302556,73.593653,13,7,7,23,0,7,3.2,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar/Translational,Lowly Dissected Slope,Extensive Slope Cut in Forest area,Damp,Anthropogenic factors,Low
18.301667,73.592011,7,28,4,49,3,123,2.8,Debris,Slide,Rapid,Active,Enlarging,Single,Deep Planar/Translational,Lowly Dissected Slope,Extensive Slope Cut in Forest area,Wet,Anthropogenic factors,Low
18.296056,73.589932,3,35,1,18,0,2,3.4,Debris,Slide,Rapid,Active,Enlarging,Multiple,Shallow Planar/Translational,Lowly Dissected Slope,Extensive Slope Cut in Forest area,Damp,Anthropogenic factors,Low
18.312139,73.589856,4,35,2,35,1,35,3.5,Debris,Slide,Rapid,Active,Enlarging,Multiple,Shallow Planar/Translational,Lowly Dissected Slope,Extensive Slope Cut in Forest area,Damp,"Rainfall, anthropogenic factors",Low
18.297361,73.59264,3,6,1.5,4.5,4,18,5,Debris,Slide,Rapid,Active,Retrogressive,Single,Shallow Planar/Translational,Lowly Dissected Slope,Moderate Vegetation in Forest area,Damp,Anthropogenic factors,Low
18.301,73.592813,7,10,3.5,17.5,0.2,3.5,3.6,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar/Translational,Lowly Dissected Slope,Sparse Vegetation on hill slope,Damp,Anthropogenic factors,Low
18.301028,73.5933,3.5,5,1,3,0.5,1,3.2,Rock,Slide,Rapid,Active,Retrogressive,Single,Shallow Planar/Translational,Lowly Dissected Slope,Extensive Slope cut in Abandoned Quarry,Damp,Anthropogenic factors,Low
18.298361,73.625731,18,11,2,12,3,36,6.2,Rock-cum-debris,Slide,Moderate,Active,Widening,Single,Shallow Planar/Translational,Lowly Dissected Slope,Extensive Slope cut in Abandoned Quarry,Dry,"Rainfall, anthropogenic factors",Low
18.299361,73.511372,3,11,2,8,0.5,4,20,Debris,Flow,Rapid,Active,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut in Abandoned Quarry,Damp,Rainfall,Low
18.297083,73.638042,2,5,1,2,0.1,0,2.4,Rock,Slide,Moderate,Active,Retrogressive,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut in Abandoned Quarry,Damp,"Rainfall, anthropogenic factors",Low
18.297056,73.638614,3,12,1,6,0.2,1,6,Rock,Slide,Rapid,Active,Retrogressive,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut in Abandoned Quarry,Dry,"Rainfall, anthropogenic factors",Low
18.297361,73.640365,3.5,5.5,1,3,0.1,0,3.2,Debris,Slide,Rapid,Reactivated,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut in Abandoned Quarry,Dry,"Rainfall, anthropogenic factors",Low
18.292,73.647012,4,6.5,1,4,0.5,2,3.6,Rock-cum-debris,Slide,Moderate,Dormant,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut in Abandoned Quarry,Dry,"Rainfall, anthropogenic factors",Low
18.297028,73.65279,4.5,13,2,15,0.1,1,0.5,Rock,Slide,Rapid,Active,Widening,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut in Abandoned Quarry,Dry,"Rainfall, anthropogenic factors",Low
18.302778,73.708046,3,5,0,1,0.5,0,2.4,Debris,Slide,Moderate,Active,Retrogressive,Single,Shallow Planar/Translational,Lowly Dissected Slope,Extensive Slope cut in Abandoned Quarry,Dry,"Rainfall, anthropogenic factors",Low
18.302778,73.708475,3,4,1,3,0.1,0,3,Rock,Slide,Moderate,Active,Widening,Single,Shallow Planar/Translational,Lowly Dissected Slope,Extensive Slope cut in Abandoned Quarry,Dry,"Rainfall, anthropogenic factors",Low
18.303889,73.708795,5,11,2,23,1.5,35,2,Rock,Fall,Very rapid,Active,Widening,Single,Shallow Planar/Translational,Lowly Dissected Slope,Sparse Vegetation on hill slope,Dry,"Rainfall, anthropogenic factors",Low
18.302611,73.519028,6,24,2,25,0.5,12,1.9,Rock,Slide,Rapid,Active,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.301694,73.525267,4,26,3.1,6,1,6,1.4,Debris,Slide,Slow,Active,Enlarging,Multiple,Shallow Rotational/Shallow translational,Moderately Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.317028,73.527583,5,12,2,10,0.2,2,7.6,Rock-cum-debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.330861,73.535304,11,12,6,33,0.1,3,15,Rock-cum-debris,Slide,Rapid,Active,Retrogressive,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.302083,73.635,2,3.5,1,1,0.1,0,1.5,Rock,Slide,Rapid,Active,Widening,Single,Shallow Planar/Translational,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.325139,73.631932,3,4,1.3,3,0.1,0.3,1,Rock-cum-debris,Slide,Moderate,Active,Retrogressive,Single,Shallow Planar/Translational,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.31,73.63154,7,14,4,25,2,49,2.3,Debris,Slide,Slow,Suspended,Retrogressive,Single,Shallow Planar/Translational,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.32,73.631522,3,5,2,4,0.1,0,2.5,Rock-cum-debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar/Translational,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.320889,73.630916,6,70,0.731,25.593,0.1,2.559,2,Rock,Fall,Rapid,Active,Enlarging,Multiple,Shallow Planar/Translational,Bench,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.297194,73.527694,2.5,25,0.305,3.808,0.5,1.904,0.5,Debris,Slide,Rapid,Active,Retrogressive,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.275556,73.538713,6,39,0.731,14.259,0.5,7.129,4,Debris,Slide,Rapid,Reactivated,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.295,73.536431,6,25,2.052,25.652,0.5,12.826,3,Rock-cum-debris,Slide,Moderate,Active,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.312861,73.537978,15,85,5.13,218.038,0.2,43.608,4.7,Rock-cum-debris,Slide,Moderate,Suspended,Confined,Multiple,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.312,73.539949,3,36,0.366,6.581,0.1,0.658,3.1,Rock-cum-debris,Slide,Moderate,Dormant,Confined,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.312,73.530617,8,15,2.736,20.521,1.5,30.782,2.7,Debris,Slide,Moderate,Active,Enlarging,Single,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.314389,73.529908,4,23,1.368,15.733,0.1,1.573,2,Rock-cum-debris,Slide,Moderate,Active,Enlarging,Single,Shallow Planar/Translational,Hill Top,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.314,73.528962,7,30,3.5,52.5,0.5,26.25,4,Rock-cum-debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.313111,73.527972,6,15,3,23,0.5,11,4.5,Rock,Fall,Rapid,Active,Confined,Multiple,Shallow Planar/Translational,Ridge Top,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.313361,73.515947,6,35,2,36,0.1,4,2,Debris,Slide,Moderate,Active,Widening,Single,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.292889,73.511886,4,6,4,11.2,1,11.2,4,Rock-cum-debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.3175,73.512242,3,5,2,4,0.3,1,3.7,Debris,Fall,Rapid,Active,Retrogressive,Single,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.3175,73.509923,15,75,8,281,4,1125,15,Rock-cum-debris,Slide,Rapid,Stabilized,Enlarging,Single,Shallow Planar,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.317944,73.510414,4,5,2,5,0.1,0.5,7,Rock-cum-debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.317444,73.626854,2,15,1,5,0.1,1,2,Rock-cum-debris,Slide,Moderate,Active,Enlarging,Single,Shallow Rotational,Moderately Dissected Slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.316972,73.615944,2.5,21,2,20,0.1,2,1.6,Rock-cum-debris,Slide,Rapid,Reactivated,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.306333,73.612523,3,12,2,13,0.1,1,6.9,Rock,Slide,Moderate,Reactivated,Retrogressive,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.310139,73.603298,4,30,3,47,0.1,5,2.9,Rock-cum-debris,Slide,Moderate,Active,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.313806,73.64931,7,11,5,28,0.1,3,2.5,Rock,Slide,Rapid,Active,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.326028,73.506336,6,7,4,13,0.4,5,3.9,Rock-cum-debris,Slide,Moderate,Active,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.289028,73.506944,6,16,4,34,1.5,51,1,Rock-cum-debris,Slide,Moderate,Active,Enlarging,Single,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.287028,73.510111,6,11,4,24,0.3,7,3.4,Rock-cum-debris,Slide,Moderate,Active,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Moderate Vegetation on slope,Dry,Anthropogenic factors,Low
18.287028,73.514029,5,9,4,17,0.5,9,2.8,Rock-cum-debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope cut,Damp,Anthropogenic factors,Low
18.287028,73.536916,5,20,4,41,0.4,17,4,Rock-cum-debris,Slide,Moderate,Dormant,Confined,Multiple,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Damp,Rainfall,Low
18.287944,73.561388,6,45,5,114,3,343,3.5,Rock-cum-debris,Slide,Moderate,Reactivated,Retrogressive,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.287028,73.584207,2.5,12,1,5,0.1,1,0.5,Debris,Slide,Moderate,Active,Retrogressive,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.287056,73.580305,7,45,4,90,3,271,5,Rock-cum-debris,Slide,Moderate,Active,Enlarging,Single,Shallow Rotational,Moderately Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.286167,73.579568,3,58,1,41,2,82,4,Rock-cum-debris,Slide,Moderate,Active,Enlarging,Single,Shallow Rotational,Moderately Dissected Slope,Extensive Slope cut,Damp,"Rainfall, anthropogenic factors",Low
